date,address,species,block,street,trap,latitude,longitude,nummosquitos,wnvpresent,year,month,week,day,day_of_week
2007-08-22,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,50,0,2007,8,34,22,2
2007-08-22,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,50,1,2007,8,34,22,2
2007-08-22,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,50,1,2007,8,34,22,2
2007-08-22,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,41,0,2007,8,34,22,2
2007-08-22,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,50,0,2007,8,34,22,2
2007-08-22,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,50,0,2007,8,34,22,2
2007-08-22,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,50,0,2007,8,34,22,2
2007-08-22,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,50,0,2007,8,34,22,2
2007-08-22,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,13,0,2007,8,34,22,2
2007-08-22,"South Stony Island Avenue, Chicago, IL, USA",CULEX TERRITANS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,1,0,2007,8,34,22,2
2007-08-22,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,28,0,2007,8,34,22,2
2007-08-22,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,13,0,2007,8,34,22,2
2007-08-22,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS,13, S TORRENCE AVE,T200,41.678618,-87.559308,5,0,2007,8,34,22,2
2007-08-22,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS,13, S TORRENCE AVE,T200,41.678618,-87.559308,47,1,2007,8,34,22,2
2007-08-22,"South Mackinaw Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13, S MACKINAW,T206,41.737052,-87.543067,1,0,2007,8,34,22,2
2007-08-22,"South Mackinaw Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,13, S MACKINAW,T206,41.737052,-87.543067,4,0,2007,8,34,22,2
2007-08-22,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,41.740641,-87.546587,26,0,2007,8,34,22,2
2007-08-22,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,13, S BRANDON,T209,41.740641,-87.546587,25,1,2007,8,34,22,2
2007-08-22,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,17,0,2007,8,34,22,2
2007-08-22,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,50,0,2007,8,34,22,2
2007-08-22,"3700 118th Street, Chicago, IL 60617, USA",CULEX RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,1,0,2007,8,34,22,2
2007-08-22,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS,37, E 118TH ST,T212,41.680946,-87.535198,42,0,2007,8,34,22,2
2007-08-22,"3700 118th Street, Chicago, IL 60617, USA",CULEX SALINARIUS,37, E 118TH ST,T212,41.680946,-87.535198,2,0,2007,8,34,22,2
2007-08-22,"3700 118th Street, Chicago, IL 60617, USA",CULEX TERRITANS,37, E 118TH ST,T212,41.680946,-87.535198,2,0,2007,8,34,22,2
2007-08-22,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,38, E 115TH ST,T215,41.686398,-87.531635,22,1,2007,8,34,22,2
2007-08-22,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS,38, E 115TH ST,T215,41.686398,-87.531635,12,0,2007,8,34,22,2
2007-08-22,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX TERRITANS,38, E 115TH ST,T215,41.686398,-87.531635,2,0,2007,8,34,22,2
2007-08-22,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,81, E 91ST ST,T107,41.729669,-87.582699,3,1,2007,8,34,22,2
2007-08-22,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS,81, E 91ST ST,T107,41.729669,-87.582699,4,0,2007,8,34,22,2
2007-08-22,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,41.704572,-87.565666,50,1,2007,8,34,22,2
2007-08-22,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,41.704572,-87.565666,50,1,2007,8,34,22,2
2007-08-22,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,41.704572,-87.565666,21,0,2007,8,34,22,2
2007-08-22,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.565666,50,1,2007,8,34,22,2
2007-08-22,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.565666,17,0,2007,8,34,22,2
2007-08-22,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.565666,50,0,2007,8,34,22,2
2007-08-22,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.565666,50,1,2007,8,34,22,2
2007-08-22,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.565666,50,0,2007,8,34,22,2
2007-08-22,"East 138th Street, Riverdale, IL 60827, USA",CULEX PIPIENS/RESTUANS,82, E 138TH ST,T097,41.644612,-87.604498,10,1,2007,8,34,22,2
2007-08-22,"East 138th Street, Riverdale, IL 60827, USA",CULEX PIPIENS,82, E 138TH ST,T097,41.644612,-87.604498,2,0,2007,8,34,22,2
2007-08-22,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,89, S MUSKEGON AVE,T099,41.733643,-87.55551,3,0,2007,8,34,22,2
2007-08-22,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,89, S MUSKEGON AVE,T099,41.733643,-87.55551,2,0,2007,8,34,22,2
2007-08-22,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,98, S AVENUE G,T100,41.717753,-87.531657,18,0,2007,8,34,22,2
2007-08-22,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS,98, S AVENUE G,T100,41.717753,-87.531657,22,0,2007,8,34,22,2
2007-08-22,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,9,0,2007,8,34,22,2
2007-08-22,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,1,0,2007,8,34,22,2
2007-08-22,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S COTTAGE GROVE,T102,41.750498,-87.605294,3,0,2007,8,34,22,2
2007-08-22,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,41.702724,-87.536497,50,0,2007,8,34,22,2
2007-08-22,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,41.702724,-87.536497,30,0,2007,8,34,22,2
2007-08-22,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,41.702724,-87.536497,50,0,2007,8,34,22,2
2007-08-22,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,41.702724,-87.536497,50,0,2007,8,34,22,2
2007-08-22,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,41.702724,-87.536497,50,0,2007,8,34,22,2
2007-08-22,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,41.702724,-87.536497,50,0,2007,8,34,22,2
2007-08-22,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,41.702724,-87.536497,50,0,2007,8,34,22,2
2007-08-22,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,41.702724,-87.536497,50,0,2007,8,34,22,2
2007-08-22,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,41.702724,-87.536497,50,0,2007,8,34,22,2
2007-08-22,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,41.702724,-87.536497,9,0,2007,8,34,22,2
2007-08-22,"South Avenue L, Chicago, IL 60617, USA",CULEX TERRITANS,11, S AVENUE L,T103,41.702724,-87.536497,2,0,2007,8,34,22,2
2007-08-22,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,41.659112,-87.538693,2,0,2007,8,34,22,2
2007-08-22,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS,40, E 130TH ST,T221,41.659112,-87.538693,25,1,2007,8,34,22,2
2007-08-24,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,27,1,2007,8,34,24,4
2007-08-24,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,41.95469,-87.800991,35,0,2007,8,34,24,4
2007-08-24,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,62, N MANDELL AVE,T007,41.994991,-87.769279,3,0,2007,8,34,24,4
2007-08-24,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,79, W FOSTER AVE,T015,41.974089,-87.824812,2,0,2007,8,34,24,4
2007-08-24,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,2,0,2007,8,34,24,4
2007-08-24,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,2,0,2007,8,34,24,4
2007-08-24,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,41.891118,-87.654491,2,0,2007,8,34,24,4
2007-08-24,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,41.891118,-87.654491,1,0,2007,8,34,24,4
2007-08-24,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS,25, W GRAND AVE,T046,41.891118,-87.654491,8,0,2007,8,34,24,4
2007-08-24,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,6,0,2007,8,34,24,4
2007-08-24,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,11, W ROOSEVELT,T048,41.867108,-87.654224,4,0,2007,8,34,24,4
2007-08-24,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,41.896282,-87.655232,10,0,2007,8,34,24,4
2007-08-24,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS,11, W CHICAGO,T049,41.896282,-87.655232,5,0,2007,8,34,24,4
2007-08-24,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,41.919343,-87.694259,2,0,2007,8,34,24,4
2007-08-24,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS,21, N STAVE ST,T050,41.919343,-87.694259,3,0,2007,8,34,24,4
2007-08-24,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,3,0,2007,8,34,24,4
2007-08-24,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS,22, N CANNON DR,T054,41.921965,-87.632085,2,0,2007,8,34,24,4
2007-08-24,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,14,0,2007,8,34,24,4
2007-08-24,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,6,0,2007,8,34,24,4
2007-08-24,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,49,1,2007,8,34,24,4
2007-08-24,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,41.688324,-87.676709,2,1,2007,8,34,24,4
2007-08-24,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 113TH ST,T086,41.688324,-87.676709,36,1,2007,8,34,24,4
2007-08-24,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,41.862292,-87.64886,3,0,2007,8,34,24,4
2007-08-24,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS,11, S PEORIA ST,T091,41.862292,-87.64886,3,0,2007,8,34,24,4
2007-08-24,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,41.720848,-87.666014,10,0,2007,8,34,24,4
2007-08-24,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS,17, W 95TH ST,T094,41.720848,-87.666014,6,0,2007,8,34,24,4
2007-08-24,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,21,0,2007,8,34,24,4
2007-08-24,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,5,0,2007,8,34,24,4
2007-08-24,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,41.731922,-87.677512,4,0,2007,8,34,24,4
2007-08-24,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX TERRITANS,22, W 89TH ST,T096,41.731922,-87.677512,1,0,2007,8,34,24,4
2007-08-24,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,41.999129,-87.795585,8,0,2007,8,34,24,4
2007-08-24,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,65, N OAK PARK AVE,T143,41.999129,-87.795585,4,0,2007,8,34,24,4
2007-08-24,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.687769,1,0,2007,8,34,24,4
2007-08-24,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,41.907645,-87.760886,17,0,2007,8,34,24,4
2007-08-24,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX PIPIENS,15, N LONG AVE,T153,41.907645,-87.760886,7,0,2007,8,34,24,4
2007-08-24,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,91, W HIGGINS AVE,T009,41.981964,-87.812827,7,0,2007,8,34,24,4
2007-08-24,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,91, W HIGGINS AVE,T009,41.981964,-87.812827,3,0,2007,8,34,24,4
2007-08-24,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,91, W HIGGINS AVE,T009,41.981964,-87.812827,28,1,2007,8,34,24,4
2007-08-24,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,17,0,2007,8,34,24,4
2007-08-24,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,9,1,2007,8,34,24,4
2007-08-24,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,42.011601,-87.811506,9,1,2007,8,34,24,4
2007-08-24,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,72, N OKETO AVE,T016,42.011601,-87.811506,9,0,2007,8,34,24,4
2007-08-24,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,38, N CALIFORNIA AVE,T019,41.94983,-87.698457,1,0,2007,8,34,24,4
2007-08-24,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX PIPIENS,38, N CALIFORNIA AVE,T019,41.94983,-87.698457,4,0,2007,8,34,24,4
2007-08-24,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,41.979243,-87.750938,3,0,2007,8,34,24,4
2007-08-24,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,49, W BALMORAL AVE,T025,41.979243,-87.750938,8,0,2007,8,34,24,4
2007-08-24,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX SALINARIUS,58, N WESTERN AVE,T028,41.986921,-87.689778,3,0,2007,8,34,24,4
2007-08-24,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,41.801498,-87.763416,1,0,2007,8,34,24,4
2007-08-24,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,50, S CENTRAL AVE,T031,41.801498,-87.763416,1,0,2007,8,34,24,4
2007-08-24,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,20,0,2007,8,34,24,4
2007-08-24,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,8,0,2007,8,34,24,4
2007-08-24,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,41.723195,-87.64997,6,0,2007,8,34,24,4
2007-08-24,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S VINCENNES,T089,41.723195,-87.64997,1,0,2007,8,34,24,4
2007-08-24,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,41.869216,-87.627561,2,0,2007,8,34,24,4
2007-08-24,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS,11, S STATE ST,T092,41.869216,-87.627561,2,0,2007,8,34,24,4
2007-08-24,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,3,0,2007,8,34,24,4
2007-08-24,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,50,1,2007,8,34,24,4
2007-08-24,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,1,0,2007,8,34,24,4
2007-08-24,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,41.662014,-87.724608,50,0,2007,8,34,24,4
2007-08-24,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,41.662014,-87.724608,6,0,2007,8,34,24,4
2007-08-24,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,41.662014,-87.724608,50,1,2007,8,34,24,4
2007-08-24,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,41.961743,-87.76007,2,0,2007,8,34,24,4
2007-08-24,"Chicago, IL, USA",CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,41.878114,-87.629798,2,0,2007,8,34,24,4
2007-08-24,"Chicago, IL, USA",CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,41.878114,-87.629798,8,0,2007,8,34,24,4
2007-08-24,"Chicago, IL, USA",CULEX PIPIENS,43, N ASHLAND AVE OVERPASS,T145,41.878114,-87.629798,1,0,2007,8,34,24,4
2007-08-24,"Chicago, IL, USA",CULEX PIPIENS,43, N ASHLAND AVE OVERPASS,T145,41.878114,-87.629798,1,0,2007,8,34,24,4
2007-08-24,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,41.958271,-87.702575,3,0,2007,8,34,24,4
2007-08-24,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS,42, N RICHMOND ST,T146,41.958271,-87.702575,4,0,2007,8,34,24,4
2007-08-24,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,2,0,2007,8,34,24,4
2007-08-24,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,3,0,2007,8,34,24,4
2007-08-24,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX PIPIENS,18, W FARWELL AVE,T150,42.006858,-87.675919,1,0,2007,8,34,24,4
2007-08-24,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,8,0,2007,8,34,24,4
2007-08-24,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,2,0,2007,8,34,24,4
2007-08-24,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,41.846075,-87.716277,3,0,2007,8,34,24,4
2007-08-24,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX PIPIENS,25, S MILLARD AVE,T152,41.846075,-87.716277,5,1,2007,8,34,24,4
2007-08-24,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,21, N LAWLER AVE,T154,41.918705,-87.752329,12,1,2007,8,34,24,4
2007-08-24,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,8,0,2007,8,34,24,4
2007-08-24,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,41.682587,-87.707973,5,0,2007,8,34,24,4
2007-08-24,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,93, S DR MARTIN LUTHER KING JR DR,T162,41.725517,-87.614258,4,0,2007,8,34,24,4
2007-08-24,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",CULEX PIPIENS,93, S DR MARTIN LUTHER KING JR DR,T162,41.725517,-87.614258,3,0,2007,8,34,24,4
2007-08-24,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,6,0,2007,8,34,24,4
2007-08-24,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS,37, N KEDVALE AVE,T218,41.948167,-87.730698,8,0,2007,8,34,24,4
2007-08-24,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,4,0,2007,8,34,24,4
2007-08-24,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,5,0,2007,8,34,24,4
2007-08-24,"4000 North Tripp Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,40, N TRIPP AVE,T001,41.953705,-87.733974,2,0,2007,8,34,24,4
2007-08-24,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,12,0,2007,8,34,24,4
2007-08-24,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,1,0,2007,8,34,24,4
2007-08-24,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,19,1,2007,8,34,24,4
2007-08-24,"6000 North Avondale Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,60, N AVONDALE AVE,T006,41.990284,-87.797127,1,0,2007,8,34,24,4
2007-08-24,"6000 North Avondale Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,60, N AVONDALE AVE,T006,41.990284,-87.797127,1,0,2007,8,34,24,4
2007-08-24,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.777921,12,0,2007,8,34,24,4
2007-08-24,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,70, N MOSELL AVE,T008,42.008314,-87.777921,9,0,2007,8,34,24,4
2007-08-24,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,41.991429,-87.747113,6,0,2007,8,34,24,4
2007-08-24,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,41.991429,-87.747113,5,1,2007,8,34,24,4
2007-08-24,"2700 South Western Avenue, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,27, S WESTERN AVE,T034,41.843811,-87.686763,4,0,2007,8,34,24,4
2007-08-24,"2700 South Western Avenue, Chicago, IL 60608, USA",CULEX PIPIENS,27, S WESTERN AVE,T034,41.843811,-87.686763,1,0,2007,8,34,24,4
2007-08-24,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,41.921177,-87.79518,15,0,2007,8,34,24,4
2007-08-24,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,68, W BELDEN AVE,T037,41.921177,-87.79518,7,0,2007,8,34,24,4
2007-08-24,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX TERRITANS,68, W BELDEN AVE,T037,41.921177,-87.79518,1,0,2007,8,34,24,4
2007-08-24,"3000 West 18th Street, Chicago, IL 60608, USA",CULEX PIPIENS,30, W 18TH ST,T043,41.857402,-87.694991,3,0,2007,8,34,24,4
