,pid,lot_frontage,lot_area,lot_shape,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,exter_qual,bsmt_qual,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,garage_finish,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool,fence,misc_val,mo_sold,yr_sold,saleprice,cbrt_saleprice,log_gr_liv_area,age,neighborhood_ranked,exterior_1st_ranked,roof_style_ranked,ms_subclass_120,ms_subclass_150,ms_subclass_160,ms_subclass_180,ms_subclass_190,ms_subclass_20,ms_subclass_30,ms_subclass_40,ms_subclass_45,ms_subclass_50,ms_subclass_60,ms_subclass_70,ms_subclass_75,ms_subclass_80,ms_subclass_85,ms_subclass_90,ms_zoning_A (agr),ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,street_Grvl,street_Pave,land_contour_Bnk,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_Corner,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,condition_1_Artery,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,condition_2_Artery,condition_2_Feedr,condition_2_Norm,condition_2_PosA,condition_2_PosN,condition_2_RRAe,condition_2_RRAn,condition_2_RRNn,bldg_type_1Fam,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Fin,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_matl_ClyTile,roof_matl_CompShg,roof_matl_Membran,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,mas_vnr_type_BrkCmn,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,foundation_BrkTil,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,heating_GasA,heating_GasW,heating_Grav,heating_OthW,heating_Wall,central_air_N,central_air_Y,garage_type_2Types,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,garage_type_None,sale_type_COD,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD ,neighborhood_Blmngtn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker
193,527359050,80.0,10400,3,7,5,1976,1976,189.0,2,4,1,1,0.0,0.0,1090.0,1090.0,2,1370,0,0,1370,0.0,0.0,2,0,3,1,2,6,1,3,2,2.0,479.0,0,0,0,0,0,0,0,3,0,6,2009,152000,53.3680329744389,7.222566018822171,33,15,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
194,535402330,91.0,11643,3,5,5,1969,1969,368.0,2,3,1,2,500.0,0.0,748.0,1248.0,2,1338,1296,0,2634,1.0,1.0,2,2,6,2,2,12,0,0,1,4.0,968.0,0,0,0,0,0,0,0,0,0,8,2009,200000,58.48035476425732,7.876258882303226,40,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
195,906392120,78.0,11645,3,8,5,2005,2006,198.0,3,5,4,6,1122.0,0.0,448.0,1570.0,4,1590,0,0,1590,1.0,0.0,2,1,2,1,4,6,0,0,3,3.0,754.0,176,80,0,0,0,0,0,0,0,8,2006,294900,66.56177951125615,7.371489295214277,1,19,11,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,531376090,61.0,7328,3,7,5,2008,2009,140.0,3,4,1,1,0.0,0.0,1450.0,1450.0,4,1450,0,0,1450,0.0,0.0,2,0,2,1,3,6,0,0,2,3.0,788.0,0,93,0,0,0,0,0,0,0,2,2009,224243,60.75373254626803,7.27931883541462,1,14,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
197,908227010,72.0,7822,3,6,3,1915,1950,0.0,2,2,1,1,0.0,0.0,832.0,832.0,2,846,492,0,1338,0.0,0.0,2,0,3,1,2,7,0,0,1,2.0,528.0,0,0,208,0,0,0,0,4,0,5,2006,92000,45.14357435474001,7.198931240688173,91,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,528221090,65.0,9018,2,7,5,2007,2007,0.0,3,4,3,1,0.0,0.0,728.0,728.0,4,728,728,0,1456,0.0,0.0,2,1,3,1,3,8,1,4,3,2.0,400.0,100,24,0,0,0,0,0,0,0,7,2007,179540,56.41402330570407,7.283448228756631,0,13,11,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,528166060,103.0,13472,3,10,5,2003,2003,922.0,4,5,4,6,56.0,0.0,2336.0,2392.0,4,2392,0,0,2392,0.0,0.0,2,0,3,1,4,8,1,5,3,3.0,968.0,248,105,0,0,0,0,0,0,0,6,2009,386250,72.82650988806529,7.779885115070522,6,26,11,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
200,923228200,21.0,1533,3,4,5,1970,1970,0.0,2,4,3,6,503.0,0.0,27.0,530.0,2,530,462,0,992,1.0,0.0,1,0,2,1,2,4,0,0,3,1.0,297.0,112,97,0,0,0,0,0,0,0,7,2007,106500,47.40053053581974,6.899723107284872,37,0,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,528477050,85.0,11003,3,10,5,2008,2008,160.0,4,5,3,6,765.0,0.0,252.0,1017.0,4,1026,981,0,2007,1.0,0.0,2,1,3,1,4,10,1,5,3,3.0,812.0,168,52,0,0,0,0,0,0,0,4,2009,310000,67.67899452107008,7.604396348796338,1,21,11,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
202,528348030,83.0,10790,3,7,5,1998,1998,275.0,3,4,1,1,0.0,0.0,1066.0,1066.0,4,1108,1277,0,2385,0.0,0.0,2,1,4,1,3,8,1,3,3,3.0,600.0,120,38,0,0,0,0,0,0,0,5,2007,252000,63.16359597656379,7.776954403322442,9,25,11,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
203,909254130,53.0,7128,3,7,5,1941,1950,0.0,2,3,1,3,364.0,0.0,554.0,918.0,3,918,728,0,1646,0.0,0.0,2,0,4,1,2,7,2,4,1,1.0,240.0,0,0,0,0,126,0,0,3,0,8,2007,164000,54.737036747984284,7.406103381237015,66,18,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,528222080,64.0,7713,3,7,5,2007,2007,16.0,3,4,1,1,0.0,0.0,728.0,728.0,4,728,728,0,1456,0.0,0.0,2,1,3,1,3,7,0,0,3,2.0,400.0,100,24,0,0,0,0,0,0,0,7,2007,177594,56.20946215051401,7.283448228756631,0,13,11,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,903232190,52.0,6240,3,5,7,1936,1980,0.0,2,3,1,3,276.0,0.0,252.0,528.0,3,548,492,0,1040,0.0,0.0,1,0,2,1,2,5,0,0,3,2.0,624.0,306,0,32,0,0,0,0,0,0,5,2010,123900,49.85290099538288,6.946975992135418,74,5,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,909275310,86.0,22420,2,6,6,1918,1950,0.0,2,4,1,4,1128.0,0.0,242.0,1370.0,2,1370,1254,0,2624,1.0,0.0,2,1,4,1,2,10,1,4,1,3.0,864.0,0,0,0,0,0,0,0,0,0,11,2007,239000,62.05821794895753,7.8724551500639794,89,18,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,923201020,85.0,15300,3,5,5,1965,1977,0.0,2,3,1,3,42.0,0.0,1026.0,1068.0,2,1264,0,0,1264,1.0,0.0,1,0,2,1,2,7,1,3,1,2.0,528.0,0,0,0,0,0,0,0,0,0,6,2010,169000,55.28774813678872,7.142036574706803,45,12,8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
208,528228325,44.0,3196,3,7,5,2003,2004,18.0,3,4,4,1,0.0,0.0,1374.0,1374.0,4,1557,0,0,1557,0.0,0.0,2,0,2,1,3,7,1,3,3,2.0,420.0,143,20,0,0,0,0,0,0,0,10,2006,234000,61.622401477490385,7.350516171833998,3,17,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,914475030,72.0,9360,3,6,7,1977,1977,0.0,2,4,3,6,841.0,116.0,0.0,957.0,2,1287,0,0,1287,1.0,0.0,1,1,2,1,2,5,2,2,2,2.0,541.0,302,39,0,0,120,0,0,2,0,11,2009,173000,55.72054655542623,7.160069207596127,32,12,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210,527402200,82.0,11241,2,6,7,1970,1970,180.0,2,3,1,5,578.0,0.0,426.0,1004.0,4,1004,0,0,1004,1.0,0.0,1,0,2,1,2,5,1,3,3,2.0,480.0,0,0,0,0,0,0,0,0,700,3,2010,149000,53.01459192380904,6.911747300251674,40,10,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
211,531376070,81.0,9260,3,7,5,2007,2007,0.0,3,4,2,1,0.0,0.0,1162.0,1162.0,4,1162,0,0,1162,0.0,0.0,2,0,3,1,3,6,0,0,3,2.0,483.0,0,32,0,0,0,0,0,0,0,3,2008,170000,55.39658256754464,7.057897937411856,1,14,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
212,528458020,90.0,7993,2,7,5,2008,2009,0.0,3,5,1,1,0.0,0.0,1436.0,1436.0,4,1436,0,0,1436,0.0,0.0,2,0,3,1,3,6,0,0,3,2.0,529.0,0,121,0,0,0,0,0,0,0,10,2009,225000,60.822019955734,7.269616749608169,1,21,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
213,905201020,94.0,9239,3,5,8,1963,2003,0.0,2,3,1,6,634.0,0.0,326.0,960.0,4,960,0,0,960,1.0,0.0,1,0,3,1,3,6,0,0,3,1.0,300.0,168,0,0,0,0,0,0,0,0,5,2008,144900,52.52379873399388,6.866933284461882,45,6,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
214,908102170,60.0,10044,2,5,6,1968,1968,0.0,2,4,4,5,1070.0,0.0,126.0,1196.0,2,1196,0,0,1196,1.0,0.0,1,0,3,1,2,6,0,0,2,1.0,336.0,257,0,168,0,0,0,0,3,0,6,2010,144000,52.41482788417793,7.086737934510577,42,4,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,528228440,43.0,3182,3,8,5,2004,2005,16.0,3,4,1,6,24.0,0.0,1232.0,1256.0,4,1269,0,0,1269,0.0,0.0,2,0,2,1,3,6,1,3,3,2.0,430.0,146,20,0,0,144,0,0,0,0,4,2010,192000,57.689982812296336,7.1459844677143876,6,17,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,535353040,60.0,7626,3,5,8,1952,2005,0.0,3,3,1,6,931.0,0.0,100.0,1031.0,3,1031,0,0,1031,1.0,0.0,1,0,2,1,3,5,0,0,1,1.0,230.0,0,0,0,0,0,0,0,3,0,3,2009,145500,52.596195515819,6.93828448401696,57,10,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
217,535377100,60.0,7008,3,4,8,1900,1998,0.0,2,2,1,1,0.0,0.0,448.0,448.0,4,448,272,0,720,0.0,0.0,1,0,1,1,1,5,0,0,1,1.0,280.0,0,0,70,0,0,0,0,0,0,3,2006,86900,44.29349251415461,6.579251212010101,106,3,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
218,534475185,128.0,12160,3,6,4,1953,1953,90.0,2,3,1,4,1024.0,0.0,481.0,1505.0,4,1505,0,0,1505,1.0,0.0,1,0,2,1,2,6,1,3,2,2.0,505.0,0,0,0,162,0,0,0,0,0,2,2009,149500,53.073826154000706,7.316548177182976,56,10,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219,909256120,50.0,6305,3,5,7,1938,1950,0.0,2,2,1,1,0.0,0.0,920.0,920.0,4,954,0,0,954,0.0,0.0,1,0,2,1,1,5,1,4,1,1.0,240.0,0,0,0,0,0,0,0,3,0,6,2007,119750,49.289964726795624,6.860663671448287,69,18,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,907418020,68.0,8846,3,6,5,2005,2006,0.0,2,4,1,1,0.0,0.0,750.0,750.0,4,750,750,0,1500,0.0,0.0,2,1,3,1,3,6,0,0,2,2.0,564.0,0,35,0,0,0,0,0,0,0,8,2006,173900,55.81700470507186,7.313220387090301,1,19,11,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,534275010,72.0,10659,2,5,6,1961,1961,0.0,2,3,1,3,915.0,0.0,135.0,1050.0,2,1050,0,0,1050,1.0,0.0,1,0,3,1,2,6,0,0,1,1.0,368.0,0,319,0,0,0,0,0,0,0,1,2006,136500,51.488576345776856,6.956545443151569,45,10,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
